Lat_NAD83	Long_NAD83	Datum_El	Vertical_stress	Publisher
54.50	-115.50	-1445	59506	Alberta Geological Survey
54.52	-118.08	-2969	95864	Alberta Geological Survey
54.52	-118.06	-2941	94940	Alberta Geological Survey
54.52	-118.04	-2916	94073	Alberta Geological Survey
54.52	-118.02	-2885	93074	Alberta Geological Survey
54.52	-118.00	-2847	91835	Alberta Geological Survey
54.52	-117.98	-2817	90730	Alberta Geological Survey
54.52	-117.96	-2835	90756	Alberta Geological Survey
54.52	-117.94	-2841	90442	Alberta Geological Survey
54.52	-117.92	-2836	89931	Alberta Geological Survey
54.52	-117.90	-2819	89332	Alberta Geological Survey
54.52	-117.88	-2802	88857	Alberta Geological Survey
54.52	-117.86	-2826	89949	Alberta Geological Survey
54.52	-117.84	-2817	89814	Alberta Geological Survey
54.52	-117.82	-2794	89175	Alberta Geological Survey
54.52	-117.80	-2778	88699	Alberta Geological Survey
54.52	-117.78	-2756	88032	Alberta Geological Survey
54.52	-117.76	-2734	87388	Alberta Geological Survey
54.52	-117.74	-2717	86878	Alberta Geological Survey
54.52	-117.72	-2703	86451	Alberta Geological Survey
54.52	-117.70	-2692	86101	Alberta Geological Survey
54.52	-117.68	-2685	85867	Alberta Geological Survey
54.52	-117.66	-2670	85424	Alberta Geological Survey
54.52	-117.64	-2619	83849	Alberta Geological Survey
54.52	-117.62	-2608	83369	Alberta Geological Survey
54.52	-117.60	-2626	83637	Alberta Geological Survey
54.52	-117.58	-2622	83383	Alberta Geological Survey
54.52	-117.56	-2609	82976	Alberta Geological Survey
54.52	-117.54	-2596	82616	Alberta Geological Survey
54.52	-117.52	-2582	82271	Alberta Geological Survey
54.52	-117.50	-2568	81935	Alberta Geological Survey
54.52	-117.48	-2553	81597	Alberta Geological Survey
54.52	-117.46	-2540	81251	Alberta Geological Survey
54.52	-117.44	-2527	80883	Alberta Geological Survey
54.52	-117.42	-2515	80476	Alberta Geological Survey
54.52	-117.40	-2501	80010	Alberta Geological Survey
54.52	-117.38	-2485	79513	Alberta Geological Survey
54.52	-117.36	-2469	79021	Alberta Geological Survey
54.52	-117.34	-2454	78536	Alberta Geological Survey
54.52	-117.32	-2439	78092	Alberta Geological Survey
54.52	-117.30	-2426	77753	Alberta Geological Survey
54.52	-117.28	-2413	77457	Alberta Geological Survey
54.52	-117.26	-2397	77180	Alberta Geological Survey
54.52	-117.24	-2377	76874	Alberta Geological Survey
54.52	-117.22	-2355	76490	Alberta Geological Survey
54.52	-117.20	-2330	76063	Alberta Geological Survey
54.52	-117.18	-2302	75549	Alberta Geological Survey
54.52	-117.16	-2274	75008	Alberta Geological Survey
54.52	-117.14	-2261	74809	Alberta Geological Survey
54.52	-117.12	-2281	75451	Alberta Geological Survey
54.52	-117.10	-2308	76223	Alberta Geological Survey
54.52	-117.08	-2299	76079	Alberta Geological Survey
54.52	-117.06	-2273	75545	Alberta Geological Survey
54.52	-117.04	-2257	75209	Alberta Geological Survey
54.52	-117.02	-2243	74966	Alberta Geological Survey
54.52	-117.00	-2227	74647	Alberta Geological Survey
54.52	-116.98	-2228	74782	Alberta Geological Survey
54.52	-116.96	-2218	74650	Alberta Geological Survey
54.52	-116.94	-2208	74487	Alberta Geological Survey
54.52	-116.92	-2196	74294	Alberta Geological Survey
54.52	-116.90	-2181	74015	Alberta Geological Survey
54.52	-116.88	-2162	73627	Alberta Geological Survey
54.52	-116.86	-2145	73258	Alberta Geological Survey
54.52	-116.84	-2127	72909	Alberta Geological Survey
54.52	-116.82	-2117	72750	Alberta Geological Survey
54.52	-116.80	-2101	72363	Alberta Geological Survey
54.52	-116.78	-2089	72042	Alberta Geological Survey
54.52	-116.76	-2082	71796	Alberta Geological Survey
54.52	-116.74	-2057	71095	Alberta Geological Survey
54.52	-116.72	-2031	70340	Alberta Geological Survey
54.52	-116.70	-2036	70424	Alberta Geological Survey
54.52	-116.68	-2037	70496	Alberta Geological Survey
54.52	-116.66	-2029	70631	Alberta Geological Survey
54.52	-116.64	-2017	70502	Alberta Geological Survey
54.52	-116.62	-2007	70431	Alberta Geological Survey
54.52	-116.60	-1996	70448	Alberta Geological Survey
54.52	-116.58	-1980	70236	Alberta Geological Survey
54.52	-116.56	-1961	69824	Alberta Geological Survey
54.52	-116.54	-1945	69375	Alberta Geological Survey
54.52	-116.52	-1934	69052	Alberta Geological Survey
54.52	-116.50	-1928	68847	Alberta Geological Survey
54.52	-116.48	-1923	68664	Alberta Geological Survey
54.52	-116.46	-1916	68426	Alberta Geological Survey
54.52	-116.44	-1906	68099	Alberta Geological Survey
54.52	-116.42	-1894	67728	Alberta Geological Survey
54.52	-116.40	-1881	67337	Alberta Geological Survey
54.52	-116.38	-1864	66862	Alberta Geological Survey
54.52	-116.36	-1844	66311	Alberta Geological Survey
54.52	-116.34	-1826	65863	Alberta Geological Survey
54.52	-116.32	-1823	65845	Alberta Geological Survey
54.52	-116.30	-1823	65932	Alberta Geological Survey
54.52	-116.28	-1818	65912	Alberta Geological Survey
54.52	-116.26	-1812	65860	Alberta Geological Survey
54.52	-116.24	-1804	65793	Alberta Geological Survey
54.52	-116.22	-1796	65685	Alberta Geological Survey
54.52	-116.20	-1787	65546	Alberta Geological Survey
54.52	-116.18	-1778	65379	Alberta Geological Survey
54.52	-116.16	-1768	65186	Alberta Geological Survey
54.52	-116.14	-1757	64969	Alberta Geological Survey
54.52	-116.12	-1745	64722	Alberta Geological Survey
54.52	-116.10	-1731	64442	Alberta Geological Survey
54.52	-116.08	-1716	64137	Alberta Geological Survey
54.52	-116.06	-1701	63826	Alberta Geological Survey
54.52	-116.04	-1686	63522	Alberta Geological Survey
54.52	-116.02	-1673	63271	Alberta Geological Survey
54.52	-116.00	-1671	63300	Alberta Geological Survey
54.52	-115.98	-1672	63419	Alberta Geological Survey
54.52	-115.96	-1670	63456	Alberta Geological Survey
54.52	-115.94	-1660	63296	Alberta Geological Survey
54.52	-115.92	-1646	63013	Alberta Geological Survey
54.52	-115.90	-1640	62957	Alberta Geological Survey
54.52	-115.88	-1634	62898	Alberta Geological Survey
54.52	-115.86	-1623	62674	Alberta Geological Survey
54.52	-115.84	-1610	62410	Alberta Geological Survey
54.52	-115.82	-1600	62241	Alberta Geological Survey
54.52	-115.80	-1591	62089	Alberta Geological Survey
54.52	-115.78	-1581	61916	Alberta Geological Survey
54.52	-115.76	-1570	61741	Alberta Geological Survey
54.52	-115.74	-1560	61583	Alberta Geological Survey
54.52	-115.72	-1551	61419	Alberta Geological Survey
54.52	-115.70	-1540	61228	Alberta Geological Survey
54.52	-115.68	-1529	61020	Alberta Geological Survey
54.52	-115.66	-1518	60801	Alberta Geological Survey
54.52	-115.64	-1515	60822	Alberta Geological Survey
54.52	-115.62	-1504	60622	Alberta Geological Survey
54.52	-115.60	-1488	60308	Alberta Geological Survey
54.52	-115.58	-1481	60237	Alberta Geological Survey
54.52	-115.56	-1478	60231	Alberta Geological Survey
54.52	-115.54	-1468	60081	Alberta Geological Survey
54.52	-115.52	-1456	59843	Alberta Geological Survey
54.52	-115.50	-1449	59740	Alberta Geological Survey
54.54	-118.12	-2960	95678	Alberta Geological Survey
54.54	-118.10	-2931	94742	Alberta Geological Survey
54.54	-118.08	-2914	94095	Alberta Geological Survey
54.54	-118.06	-2912	93853	Alberta Geological Survey
54.54	-118.04	-2915	93738	Alberta Geological Survey
54.54	-118.02	-2903	93228	Alberta Geological Survey
54.54	-118.00	-2879	92425	Alberta Geological Survey
54.54	-117.98	-2881	92231	Alberta Geological Survey
54.54	-117.96	-2878	91561	Alberta Geological Survey
54.54	-117.94	-2861	90276	Alberta Geological Survey
54.54	-117.92	-2854	89303	Alberta Geological Survey
54.54	-117.90	-2856	89357	Alberta Geological Survey
54.54	-117.88	-2831	88607	Alberta Geological Survey
54.54	-117.86	-2818	89391	Alberta Geological Survey
54.54	-117.84	-2805	89053	Alberta Geological Survey
54.54	-117.82	-2788	88576	Alberta Geological Survey
54.54	-117.80	-2771	88089	Alberta Geological Survey
54.54	-117.78	-2753	87571	Alberta Geological Survey
54.54	-117.76	-2734	87037	Alberta Geological Survey
54.54	-117.74	-2716	86527	Alberta Geological Survey
54.54	-117.72	-2701	86079	Alberta Geological Survey
54.54	-117.70	-2689	85708	Alberta Geological Survey
54.54	-117.68	-2675	85279	Alberta Geological Survey
54.54	-117.66	-2662	84813	Alberta Geological Survey
54.54	-117.64	-2644	84209	Alberta Geological Survey
54.54	-117.62	-2630	83683	Alberta Geological Survey
54.54	-117.60	-2620	83253	Alberta Geological Survey
54.54	-117.58	-2606	82782	Alberta Geological Survey
54.54	-117.56	-2592	82435	Alberta Geological Survey
54.54	-117.54	-2580	82102	Alberta Geological Survey
54.54	-117.52	-2567	81719	Alberta Geological Survey
54.54	-117.50	-2554	81326	Alberta Geological Survey
54.54	-117.48	-2540	80935	Alberta Geological Survey
54.54	-117.46	-2526	80562	Alberta Geological Survey
54.54	-117.44	-2515	80196	Alberta Geological Survey
54.54	-117.42	-2507	79760	Alberta Geological Survey
54.54	-117.40	-2492	79361	Alberta Geological Survey
54.54	-117.38	-2475	78970	Alberta Geological Survey
54.54	-117.36	-2461	78603	Alberta Geological Survey
54.54	-117.34	-2451	78327	Alberta Geological Survey
54.54	-117.32	-2439	78032	Alberta Geological Survey
54.54	-117.30	-2422	77614	Alberta Geological Survey
54.54	-117.28	-2405	77225	Alberta Geological Survey
54.54	-117.26	-2387	76871	Alberta Geological Survey
54.54	-117.24	-2368	76508	Alberta Geological Survey
54.54	-117.22	-2346	76104	Alberta Geological Survey
54.54	-117.20	-2320	75605	Alberta Geological Survey
54.54	-117.18	-2285	74918	Alberta Geological Survey
54.54	-117.16	-2241	73946	Alberta Geological Survey
54.54	-117.14	-2201	73062	Alberta Geological Survey
54.54	-117.12	-2234	74036	Alberta Geological Survey
54.54	-117.10	-2275	75213	Alberta Geological Survey
54.54	-117.08	-2278	75392	Alberta Geological Survey
54.54	-117.06	-2265	75152	Alberta Geological Survey
54.54	-117.04	-2252	74938	Alberta Geological Survey
54.54	-117.02	-2245	74853	Alberta Geological Survey
54.54	-117.00	-2236	74736	Alberta Geological Survey
54.54	-116.98	-2216	74312	Alberta Geological Survey
54.54	-116.96	-2199	73968	Alberta Geological Survey
54.54	-116.94	-2185	73725	Alberta Geological Survey
54.54	-116.92	-2172	73489	Alberta Geological Survey
54.54	-116.90	-2158	73229	Alberta Geological Survey
54.54	-116.88	-2143	72984	Alberta Geological Survey
54.54	-116.86	-2134	72892	Alberta Geological Survey
54.54	-116.84	-2119	72653	Alberta Geological Survey
54.54	-116.82	-2107	72486	Alberta Geological Survey
54.54	-116.80	-2093	72185	Alberta Geological Survey
54.54	-116.78	-2083	71948	Alberta Geological Survey
54.54	-116.76	-2074	71677	Alberta Geological Survey
54.54	-116.74	-2057	71168	Alberta Geological Survey
54.54	-116.72	-2042	70735	Alberta Geological Survey
54.54	-116.70	-2035	70563	Alberta Geological Survey
54.54	-116.68	-2029	70483	Alberta Geological Survey
54.54	-116.66	-2019	70330	Alberta Geological Survey
54.54	-116.64	-2007	70157	Alberta Geological Survey
54.54	-116.62	-1995	69990	Alberta Geological Survey
54.54	-116.60	-1985	69913	Alberta Geological Survey
54.54	-116.58	-1976	69812	Alberta Geological Survey
54.54	-116.56	-1953	69312	Alberta Geological Survey
54.54	-116.54	-1931	68784	Alberta Geological Survey
54.54	-116.52	-1923	68586	Alberta Geological Survey
54.54	-116.50	-1916	68406	Alberta Geological Survey
54.54	-116.48	-1911	68211	Alberta Geological Survey
54.54	-116.46	-1903	67952	Alberta Geological Survey
54.54	-116.44	-1894	67600	Alberta Geological Survey
54.54	-116.42	-1883	67199	Alberta Geological Survey
54.54	-116.40	-1872	66791	Alberta Geological Survey
54.54	-116.38	-1857	66318	Alberta Geological Survey
54.54	-116.36	-1827	65520	Alberta Geological Survey
54.54	-116.34	-1800	64844	Alberta Geological Survey
54.54	-116.32	-1800	64923	Alberta Geological Survey
54.54	-116.30	-1802	65098	Alberta Geological Survey
54.54	-116.28	-1802	65224	Alberta Geological Survey
54.54	-116.26	-1798	65242	Alberta Geological Survey
54.54	-116.24	-1793	65325	Alberta Geological Survey
54.54	-116.22	-1785	65287	Alberta Geological Survey
54.54	-116.20	-1777	65192	Alberta Geological Survey
54.54	-116.18	-1768	65055	Alberta Geological Survey
54.54	-116.16	-1758	64886	Alberta Geological Survey
54.54	-116.14	-1747	64684	Alberta Geological Survey
54.54	-116.12	-1734	64443	Alberta Geological Survey
54.54	-116.10	-1720	64159	Alberta Geological Survey
54.54	-116.08	-1704	63838	Alberta Geological Survey
54.54	-116.06	-1687	63494	Alberta Geological Survey
54.54	-116.04	-1671	63170	Alberta Geological Survey
54.54	-116.02	-1660	62966	Alberta Geological Survey
54.54	-116.00	-1659	63014	Alberta Geological Survey
54.54	-115.98	-1663	63212	Alberta Geological Survey
54.54	-115.96	-1662	63292	Alberta Geological Survey
54.54	-115.94	-1649	63057	Alberta Geological Survey
54.54	-115.92	-1640	62913	Alberta Geological Survey
54.54	-115.90	-1624	62586	Alberta Geological Survey
54.54	-115.88	-1624	62681	Alberta Geological Survey
54.54	-115.86	-1614	62521	Alberta Geological Survey
54.54	-115.84	-1603	62313	Alberta Geological Survey
54.54	-115.82	-1593	62133	Alberta Geological Survey
54.54	-115.80	-1582	61950	Alberta Geological Survey
54.54	-115.78	-1572	61779	Alberta Geological Survey
54.54	-115.76	-1561	61592	Alberta Geological Survey
54.54	-115.74	-1551	61427	Alberta Geological Survey
54.54	-115.72	-1542	61279	Alberta Geological Survey
54.54	-115.70	-1532	61111	Alberta Geological Survey
54.54	-115.68	-1523	60960	Alberta Geological Survey
54.54	-115.66	-1517	60895	Alberta Geological Survey
54.54	-115.64	-1510	60797	Alberta Geological Survey
54.54	-115.62	-1497	60564	Alberta Geological Survey
54.54	-115.60	-1481	60253	Alberta Geological Survey
54.54	-115.58	-1474	60165	Alberta Geological Survey
54.54	-115.56	-1470	60175	Alberta Geological Survey
54.54	-115.54	-1454	59854	Alberta Geological Survey
54.54	-115.52	-1453	59903	Alberta Geological Survey
54.54	-115.50	-1444	59762	Alberta Geological Survey
54.56	-118.12	-2910	94015	Alberta Geological Survey
54.56	-118.10	-2855	92425	Alberta Geological Survey
54.56	-118.08	-2825	91465	Alberta Geological Survey
54.56	-118.06	-2878	92635	Alberta Geological Survey
54.56	-118.04	-2917	93432	Alberta Geological Survey
54.56	-118.02	-2910	93012	Alberta Geological Survey
54.56	-118.00	-2899	92386	Alberta Geological Survey
54.56	-117.98	-2870	91047	Alberta Geological Survey
54.56	-117.96	-2865	90191	Alberta Geological Survey
54.56	-117.94	-2851	89430	Alberta Geological Survey
54.56	-117.92	-2854	88583	Alberta Geological Survey
54.56	-117.90	-2839	88266	Alberta Geological Survey
54.56	-117.88	-2823	88151	Alberta Geological Survey
54.56	-117.86	-2805	88060	Alberta Geological Survey
54.56	-117.84	-2786	87857	Alberta Geological Survey
54.56	-117.82	-2766	87493	Alberta Geological Survey
54.56	-117.80	-2751	87170	Alberta Geological Survey
54.56	-117.78	-2738	86846	Alberta Geological Survey
54.56	-117.76	-2724	86480	Alberta Geological Survey
54.56	-117.74	-2711	86095	Alberta Geological Survey
54.56	-117.72	-2698	85708	Alberta Geological Survey
54.56	-117.70	-2684	85285	Alberta Geological Survey
54.56	-117.68	-2670	84847	Alberta Geological Survey
54.56	-117.66	-2656	84386	Alberta Geological Survey
54.56	-117.64	-2642	83915	Alberta Geological Survey
54.56	-117.62	-2629	83462	Alberta Geological Survey
54.56	-117.60	-2617	83032	Alberta Geological Survey
54.56	-117.58	-2593	82366	Alberta Geological Survey
54.56	-117.56	-2574	82323	Alberta Geological Survey
54.56	-117.54	-2564	81716	Alberta Geological Survey
54.56	-117.52	-2553	81172	Alberta Geological Survey
54.56	-117.50	-2540	80691	Alberta Geological Survey
54.56	-117.48	-2524	80286	Alberta Geological Survey
54.56	-117.46	-2508	79936	Alberta Geological Survey
54.56	-117.44	-2494	79672	Alberta Geological Survey
54.56	-117.42	-2484	79421	Alberta Geological Survey
54.56	-117.40	-2474	79012	Alberta Geological Survey
54.56	-117.38	-2454	78431	Alberta Geological Survey
54.56	-117.36	-2438	77986	Alberta Geological Survey
54.56	-117.34	-2431	77771	Alberta Geological Survey
54.56	-117.32	-2421	77523	Alberta Geological Survey
54.56	-117.30	-2408	77232	Alberta Geological Survey
54.56	-117.28	-2394	76922	Alberta Geological Survey
54.56	-117.26	-2379	76633	Alberta Geological Survey
54.56	-117.24	-2365	76372	Alberta Geological Survey
54.56	-117.22	-2351	76139	Alberta Geological Survey
54.56	-117.20	-2338	75940	Alberta Geological Survey
54.56	-117.18	-2316	75579	Alberta Geological Survey
54.56	-117.16	-2281	74856	Alberta Geological Survey
54.56	-117.14	-2255	74322	Alberta Geological Survey
54.56	-117.12	-2247	74249	Alberta Geological Survey
54.56	-117.10	-2249	74411	Alberta Geological Survey
54.56	-117.08	-2247	74483	Alberta Geological Survey
54.56	-117.06	-2239	74384	Alberta Geological Survey
54.56	-117.04	-2228	74201	Alberta Geological Survey
54.56	-117.02	-2218	74068	Alberta Geological Survey
54.56	-117.00	-2203	73772	Alberta Geological Survey
54.56	-116.98	-2184	73380	Alberta Geological Survey
54.56	-116.96	-2174	73227	Alberta Geological Survey
54.56	-116.94	-2165	73084	Alberta Geological Survey
54.56	-116.92	-2152	72857	Alberta Geological Survey
54.56	-116.90	-2136	72526	Alberta Geological Survey
54.56	-116.88	-2114	72063	Alberta Geological Survey
54.56	-116.86	-2083	71420	Alberta Geological Survey
54.56	-116.84	-2070	71315	Alberta Geological Survey
54.56	-116.82	-2085	71926	Alberta Geological Survey
54.56	-116.80	-2084	72054	Alberta Geological Survey
54.56	-116.78	-2069	71690	Alberta Geological Survey
54.56	-116.76	-2066	71585	Alberta Geological Survey
54.56	-116.74	-2051	71127	Alberta Geological Survey
54.56	-116.72	-2035	70641	Alberta Geological Survey
54.56	-116.70	-2019	70220	Alberta Geological Survey
54.56	-116.68	-2016	70139	Alberta Geological Survey
54.56	-116.66	-2011	70068	Alberta Geological Survey
54.56	-116.64	-1999	69849	Alberta Geological Survey
54.56	-116.62	-1986	69598	Alberta Geological Survey
54.56	-116.60	-1975	69427	Alberta Geological Survey
54.56	-116.58	-1964	69247	Alberta Geological Survey
54.56	-116.56	-1949	68944	Alberta Geological Survey
54.56	-116.54	-1932	68569	Alberta Geological Survey
54.56	-116.52	-1917	68241	Alberta Geological Survey
54.56	-116.50	-1907	67986	Alberta Geological Survey
54.56	-116.48	-1899	67778	Alberta Geological Survey
54.56	-116.46	-1892	67537	Alberta Geological Survey
54.56	-116.44	-1885	67178	Alberta Geological Survey
54.56	-116.42	-1877	66760	Alberta Geological Survey
54.56	-116.40	-1868	66316	Alberta Geological Survey
54.56	-116.38	-1857	65871	Alberta Geological Survey
54.56	-116.36	-1839	65375	Alberta Geological Survey
54.56	-116.34	-1820	64931	Alberta Geological Survey
54.56	-116.32	-1807	64724	Alberta Geological Survey
54.56	-116.30	-1799	64709	Alberta Geological Survey
54.56	-116.28	-1794	64781	Alberta Geological Survey
54.56	-116.26	-1789	64872	Alberta Geological Survey
54.56	-116.24	-1784	64933	Alberta Geological Survey
54.56	-116.22	-1777	64936	Alberta Geological Survey
54.56	-116.20	-1768	64884	Alberta Geological Survey
54.56	-116.18	-1759	64787	Alberta Geological Survey
54.56	-116.16	-1750	64658	Alberta Geological Survey
54.56	-116.14	-1740	64497	Alberta Geological Survey
54.56	-116.12	-1728	64282	Alberta Geological Survey
54.56	-116.10	-1713	64007	Alberta Geological Survey
54.56	-116.08	-1697	63689	Alberta Geological Survey
54.56	-116.06	-1679	63311	Alberta Geological Survey
54.56	-116.04	-1660	62924	Alberta Geological Survey
54.56	-116.02	-1645	62606	Alberta Geological Survey
54.56	-116.00	-1643	62627	Alberta Geological Survey
54.56	-115.98	-1658	63135	Alberta Geological Survey
54.56	-115.96	-1649	62989	Alberta Geological Survey
54.56	-115.94	-1638	62800	Alberta Geological Survey
54.56	-115.92	-1620	62442	Alberta Geological Survey
54.56	-115.90	-1629	62794	Alberta Geological Survey
54.56	-115.88	-1612	62420	Alberta Geological Survey
54.56	-115.86	-1598	62158	Alberta Geological Survey
54.56	-115.84	-1589	62020	Alberta Geological Survey
54.56	-115.82	-1585	62021	Alberta Geological Survey
54.56	-115.80	-1576	61877	Alberta Geological Survey
54.56	-115.78	-1565	61705	Alberta Geological Survey
54.56	-115.76	-1554	61513	Alberta Geological Survey
54.56	-115.74	-1544	61341	Alberta Geological Survey
54.56	-115.72	-1535	61198	Alberta Geological Survey
54.56	-115.70	-1522	60943	Alberta Geological Survey
54.56	-115.68	-1505	60586	Alberta Geological Survey
54.56	-115.66	-1494	60406	Alberta Geological Survey
54.56	-115.64	-1494	60523	Alberta Geological Survey
54.56	-115.62	-1468	59949	Alberta Geological Survey
54.56	-115.60	-1461	59883	Alberta Geological Survey
54.56	-115.58	-1466	60101	Alberta Geological Survey
54.56	-115.56	-1467	60233	Alberta Geological Survey
54.56	-115.54	-1453	59961	Alberta Geological Survey
54.56	-115.52	-1440	59735	Alberta Geological Survey
54.56	-115.50	-1432	59608	Alberta Geological Survey
54.58	-118.12	-2927	94150	Alberta Geological Survey
54.58	-118.10	-2910	93537	Alberta Geological Survey
54.58	-118.08	-2918	93558	Alberta Geological Survey
54.58	-118.06	-2905	93048	Alberta Geological Survey
54.58	-118.04	-2905	92839	Alberta Geological Survey
54.58	-118.02	-2896	92369	Alberta Geological Survey
54.58	-118.00	-2883	91738	Alberta Geological Survey
54.58	-117.98	-2868	91035	Alberta Geological Survey
54.58	-117.96	-2854	90591	Alberta Geological Survey
54.58	-117.94	-2845	90413	Alberta Geological Survey
54.58	-117.92	-2839	89866	Alberta Geological Survey
54.58	-117.90	-2824	89009	Alberta Geological Survey
54.58	-117.88	-2806	88320	Alberta Geological Survey
54.58	-117.86	-2787	87788	Alberta Geological Survey
54.58	-117.84	-2769	87351	Alberta Geological Survey
54.58	-117.82	-2751	86947	Alberta Geological Survey
54.58	-117.80	-2737	86587	Alberta Geological Survey
54.58	-117.78	-2724	86252	Alberta Geological Survey
54.58	-117.76	-2712	85913	Alberta Geological Survey
54.58	-117.74	-2700	85562	Alberta Geological Survey
54.58	-117.72	-2688	85200	Alberta Geological Survey
54.58	-117.70	-2676	84838	Alberta Geological Survey
54.58	-117.68	-2660	84367	Alberta Geological Survey
54.58	-117.66	-2645	83881	Alberta Geological Survey
54.58	-117.64	-2628	83392	Alberta Geological Survey
54.58	-117.62	-2612	82903	Alberta Geological Survey
54.58	-117.60	-2595	82427	Alberta Geological Survey
54.58	-117.58	-2578	81996	Alberta Geological Survey
54.58	-117.56	-2563	81597	Alberta Geological Survey
54.58	-117.54	-2551	81135	Alberta Geological Survey
54.58	-117.52	-2540	80625	Alberta Geological Survey
54.58	-117.50	-2528	80148	Alberta Geological Survey
54.58	-117.48	-2512	79756	Alberta Geological Survey
54.58	-117.46	-2494	79377	Alberta Geological Survey
54.58	-117.44	-2482	79160	Alberta Geological Survey
54.58	-117.42	-2511	79927	Alberta Geological Survey
54.58	-117.40	-2477	79020	Alberta Geological Survey
54.58	-117.38	-2450	78263	Alberta Geological Survey
54.58	-117.36	-2429	77696	Alberta Geological Survey
54.58	-117.34	-2414	77308	Alberta Geological Survey
54.58	-117.32	-2402	77011	Alberta Geological Survey
54.58	-117.30	-2391	76759	Alberta Geological Survey
54.58	-117.28	-2379	76521	Alberta Geological Survey
54.58	-117.26	-2368	76304	Alberta Geological Survey
54.58	-117.24	-2357	76120	Alberta Geological Survey
54.58	-117.22	-2346	75968	Alberta Geological Survey
54.58	-117.20	-2335	75832	Alberta Geological Survey
54.58	-117.18	-2320	75599	Alberta Geological Survey
54.58	-117.16	-2296	75162	Alberta Geological Survey
54.58	-117.14	-2274	74704	Alberta Geological Survey
54.58	-117.12	-2257	74398	Alberta Geological Survey
54.58	-117.10	-2245	74220	Alberta Geological Survey
54.58	-117.08	-2235	74084	Alberta Geological Survey
54.58	-117.06	-2225	73945	Alberta Geological Survey
54.58	-117.04	-2214	73808	Alberta Geological Survey
54.58	-117.02	-2213	73902	Alberta Geological Survey
54.58	-117.00	-2218	74124	Alberta Geological Survey
54.58	-116.98	-2194	73602	Alberta Geological Survey
54.58	-116.96	-2172	73125	Alberta Geological Survey
54.58	-116.94	-2157	72796	Alberta Geological Survey
54.58	-116.92	-2143	72496	Alberta Geological Survey
54.58	-116.90	-2128	72169	Alberta Geological Survey
54.58	-116.88	-2114	71861	Alberta Geological Survey
54.58	-116.86	-2107	71774	Alberta Geological Survey
54.58	-116.84	-2088	71699	Alberta Geological Survey
54.58	-116.82	-2087	72061	Alberta Geological Survey
54.58	-116.80	-2074	71963	Alberta Geological Survey
54.58	-116.78	-2058	71488	Alberta Geological Survey
54.58	-116.76	-2047	71090	Alberta Geological Survey
54.58	-116.74	-2040	70829	Alberta Geological Survey
54.58	-116.72	-2031	70511	Alberta Geological Survey
54.58	-116.70	-2022	70250	Alberta Geological Survey
54.58	-116.68	-2015	70033	Alberta Geological Survey
54.58	-116.66	-2007	69856	Alberta Geological Survey
54.58	-116.64	-1999	69669	Alberta Geological Survey
54.58	-116.62	-1987	69416	Alberta Geological Survey
54.58	-116.60	-1971	69086	Alberta Geological Survey
54.58	-116.58	-1955	68752	Alberta Geological Survey
54.58	-116.56	-1940	68457	Alberta Geological Survey
54.58	-116.54	-1924	68105	Alberta Geological Survey
54.58	-116.52	-1905	67674	Alberta Geological Survey
54.58	-116.50	-1889	67314	Alberta Geological Survey
54.58	-116.48	-1882	67180	Alberta Geological Survey
54.58	-116.46	-1882	67236	Alberta Geological Survey
54.58	-116.44	-1878	66851	Alberta Geological Survey
54.58	-116.42	-1871	66220	Alberta Geological Survey
54.58	-116.40	-1863	65642	Alberta Geological Survey
54.58	-116.38	-1853	65148	Alberta Geological Survey
54.58	-116.36	-1839	64767	Alberta Geological Survey
54.58	-116.34	-1823	64505	Alberta Geological Survey
54.58	-116.32	-1808	64353	Alberta Geological Survey
54.58	-116.30	-1796	64305	Alberta Geological Survey
54.58	-116.28	-1787	64356	Alberta Geological Survey
54.58	-116.26	-1781	64449	Alberta Geological Survey
54.58	-116.24	-1776	64583	Alberta Geological Survey
54.58	-116.22	-1769	64622	Alberta Geological Survey
54.58	-116.20	-1762	64630	Alberta Geological Survey
54.58	-116.18	-1753	64584	Alberta Geological Survey
54.58	-116.16	-1743	64459	Alberta Geological Survey
54.58	-116.14	-1732	64289	Alberta Geological Survey
54.58	-116.12	-1720	64088	Alberta Geological Survey
54.58	-116.10	-1707	63869	Alberta Geological Survey
54.58	-116.08	-1694	63638	Alberta Geological Survey
54.58	-116.06	-1676	63272	Alberta Geological Survey
54.58	-116.04	-1659	62908	Alberta Geological Survey
54.58	-116.02	-1652	62816	Alberta Geological Survey
54.58	-116.00	-1672	63457	Alberta Geological Survey
54.58	-115.98	-1661	63265	Alberta Geological Survey
54.58	-115.96	-1641	62850	Alberta Geological Survey
54.58	-115.94	-1629	62627	Alberta Geological Survey
54.58	-115.92	-1624	62607	Alberta Geological Survey
54.58	-115.90	-1614	62456	Alberta Geological Survey
54.58	-115.88	-1604	62289	Alberta Geological Survey
54.58	-115.86	-1597	62209	Alberta Geological Survey
54.58	-115.84	-1582	61906	Alberta Geological Survey
54.58	-115.82	-1572	61746	Alberta Geological Survey
54.58	-115.80	-1569	61778	Alberta Geological Survey
54.58	-115.78	-1561	61672	Alberta Geological Survey
54.58	-115.76	-1545	61357	Alberta Geological Survey
54.58	-115.74	-1534	61176	Alberta Geological Survey
54.58	-115.72	-1529	61130	Alberta Geological Survey
54.58	-115.70	-1519	60968	Alberta Geological Survey
