Lat_NAD83	Long_NAD83	Datum_El	Vertical_stress	Publisher
53.50	-116.00	-2296	77516	Alberta Geological Survey
53.50	-115.98	-2282	76988	Alberta Geological Survey
53.50	-115.96	-2268	76451	Alberta Geological Survey
53.50	-115.94	-2253	75909	Alberta Geological Survey
53.50	-115.92	-2239	75363	Alberta Geological Survey
53.50	-115.90	-2226	74813	Alberta Geological Survey
53.50	-115.88	-2212	74258	Alberta Geological Survey
53.50	-115.86	-2199	73696	Alberta Geological Survey
53.50	-115.84	-2185	73139	Alberta Geological Survey
53.50	-115.82	-2173	72581	Alberta Geological Survey
53.50	-115.80	-2160	72022	Alberta Geological Survey
53.50	-115.78	-2148	71462	Alberta Geological Survey
53.50	-115.76	-2136	70895	Alberta Geological Survey
53.50	-115.74	-2124	70319	Alberta Geological Survey
53.50	-115.72	-2111	69738	Alberta Geological Survey
53.50	-115.70	-2099	69158	Alberta Geological Survey
53.50	-115.68	-2087	68591	Alberta Geological Survey
53.50	-115.66	-2075	68036	Alberta Geological Survey
53.50	-115.64	-2063	67496	Alberta Geological Survey
53.50	-115.62	-2052	66983	Alberta Geological Survey
53.50	-115.60	-2040	66482	Alberta Geological Survey
53.50	-115.58	-2028	65994	Alberta Geological Survey
53.50	-115.56	-2016	65510	Alberta Geological Survey
53.50	-115.54	-2004	65037	Alberta Geological Survey
53.50	-115.52	-1993	64576	Alberta Geological Survey
53.50	-115.50	-1981	64127	Alberta Geological Survey
53.52	-116.00	-2282	77167	Alberta Geological Survey
53.52	-115.98	-2267	76610	Alberta Geological Survey
53.52	-115.96	-2251	76050	Alberta Geological Survey
53.52	-115.94	-2236	75493	Alberta Geological Survey
53.52	-115.92	-2222	74944	Alberta Geological Survey
53.52	-115.90	-2208	74402	Alberta Geological Survey
53.52	-115.88	-2195	73859	Alberta Geological Survey
53.52	-115.86	-2182	73316	Alberta Geological Survey
53.52	-115.84	-2168	72768	Alberta Geological Survey
53.52	-115.82	-2156	72241	Alberta Geological Survey
53.52	-115.80	-2144	71716	Alberta Geological Survey
53.52	-115.78	-2132	71182	Alberta Geological Survey
53.52	-115.76	-2120	70642	Alberta Geological Survey
53.52	-115.74	-2108	70093	Alberta Geological Survey
53.52	-115.72	-2095	69543	Alberta Geological Survey
53.52	-115.70	-2083	68992	Alberta Geological Survey
53.52	-115.68	-2072	68448	Alberta Geological Survey
53.52	-115.66	-2060	67915	Alberta Geological Survey
53.52	-115.64	-2048	67397	Alberta Geological Survey
53.52	-115.62	-2036	66899	Alberta Geological Survey
53.52	-115.60	-2024	66412	Alberta Geological Survey
53.52	-115.58	-2013	65926	Alberta Geological Survey
53.52	-115.56	-2001	65441	Alberta Geological Survey
53.52	-115.54	-1989	64965	Alberta Geological Survey
53.52	-115.52	-1978	64502	Alberta Geological Survey
53.52	-115.50	-1966	64052	Alberta Geological Survey
53.54	-115.98	-2250	76199	Alberta Geological Survey
53.54	-115.96	-2234	75629	Alberta Geological Survey
53.54	-115.94	-2219	75076	Alberta Geological Survey
53.54	-115.92	-2205	74540	Alberta Geological Survey
53.54	-115.90	-2192	74015	Alberta Geological Survey
53.54	-115.88	-2179	73490	Alberta Geological Survey
53.54	-115.86	-2166	72970	Alberta Geological Survey
53.54	-115.84	-2153	72444	Alberta Geological Survey
53.54	-115.82	-2141	71925	Alberta Geological Survey
53.54	-115.80	-2129	71413	Alberta Geological Survey
53.54	-115.78	-2116	70900	Alberta Geological Survey
53.54	-115.76	-2104	70379	Alberta Geological Survey
53.54	-115.74	-2092	69857	Alberta Geological Survey
53.54	-115.72	-2080	69333	Alberta Geological Survey
53.54	-115.70	-2068	68812	Alberta Geological Survey
53.54	-115.68	-2056	68289	Alberta Geological Survey
53.54	-115.66	-2044	67774	Alberta Geological Survey
53.54	-115.64	-2033	67281	Alberta Geological Survey
53.54	-115.62	-2021	66797	Alberta Geological Survey
53.54	-115.60	-2009	66319	Alberta Geological Survey
53.54	-115.58	-1998	65837	Alberta Geological Survey
53.54	-115.56	-1986	65359	Alberta Geological Survey
53.54	-115.54	-1975	64886	Alberta Geological Survey
53.54	-115.52	-1963	64425	Alberta Geological Survey
53.54	-115.50	-1951	63974	Alberta Geological Survey
53.56	-115.94	-2201	74656	Alberta Geological Survey
53.56	-115.92	-2188	74166	Alberta Geological Survey
53.56	-115.90	-2176	73669	Alberta Geological Survey
53.56	-115.88	-2164	73167	Alberta Geological Survey
53.56	-115.86	-2151	72660	Alberta Geological Survey
53.56	-115.84	-2139	72147	Alberta Geological Survey
53.56	-115.82	-2127	71639	Alberta Geological Survey
53.56	-115.80	-2114	71134	Alberta Geological Survey
53.56	-115.78	-2102	70627	Alberta Geological Survey
53.56	-115.76	-2089	70118	Alberta Geological Survey
53.56	-115.74	-2077	69608	Alberta Geological Survey
53.56	-115.72	-2065	69099	Alberta Geological Survey
53.56	-115.70	-2053	68598	Alberta Geological Survey
53.56	-115.68	-2041	68101	Alberta Geological Survey
53.56	-115.66	-2029	67613	Alberta Geological Survey
53.56	-115.64	-2018	67143	Alberta Geological Survey
53.56	-115.62	-2006	66679	Alberta Geological Survey
53.56	-115.60	-1995	66216	Alberta Geological Survey
53.56	-115.58	-1983	65746	Alberta Geological Survey
53.56	-115.56	-1972	65277	Alberta Geological Survey
53.56	-115.54	-1960	64810	Alberta Geological Survey
53.56	-115.52	-1949	64350	Alberta Geological Survey
53.56	-115.50	-1937	63896	Alberta Geological Survey
53.58	-115.90	-2162	73377	Alberta Geological Survey
53.58	-115.88	-2150	72890	Alberta Geological Survey
53.58	-115.86	-2137	72396	Alberta Geological Survey
53.58	-115.84	-2125	71899	Alberta Geological Survey
53.58	-115.82	-2113	71398	Alberta Geological Survey
53.58	-115.80	-2100	70895	Alberta Geological Survey
53.58	-115.78	-2088	70392	Alberta Geological Survey
53.58	-115.76	-2075	69892	Alberta Geological Survey
53.58	-115.74	-2063	69393	Alberta Geological Survey
53.58	-115.72	-2051	68894	Alberta Geological Survey
53.58	-115.70	-2038	68393	Alberta Geological Survey
53.58	-115.68	-2027	67907	Alberta Geological Survey
53.58	-115.66	-2015	67441	Alberta Geological Survey
53.58	-115.64	-2004	66982	Alberta Geological Survey
53.58	-115.62	-1992	66530	Alberta Geological Survey
53.58	-115.60	-1981	66075	Alberta Geological Survey
53.58	-115.58	-1969	65621	Alberta Geological Survey
53.58	-115.56	-1958	65166	Alberta Geological Survey
53.58	-115.54	-1946	64714	Alberta Geological Survey
53.58	-115.52	-1935	64263	Alberta Geological Survey
53.58	-115.50	-1923	63817	Alberta Geological Survey
53.60	-115.84	-2112	71670	Alberta Geological Survey
53.60	-115.82	-2100	71183	Alberta Geological Survey
53.60	-115.80	-2087	70687	Alberta Geological Survey
53.60	-115.78	-2075	70190	Alberta Geological Survey
53.60	-115.76	-2062	69694	Alberta Geological Survey
53.60	-115.74	-2050	69201	Alberta Geological Survey
53.60	-115.72	-2037	68713	Alberta Geological Survey
53.60	-115.70	-2025	68227	Alberta Geological Survey
53.60	-115.68	-2013	67755	Alberta Geological Survey
53.60	-115.66	-2001	67301	Alberta Geological Survey
53.60	-115.64	-1990	66848	Alberta Geological Survey
53.60	-115.62	-1978	66397	Alberta Geological Survey
53.60	-115.60	-1967	65944	Alberta Geological Survey
53.60	-115.58	-1955	65497	Alberta Geological Survey
53.60	-115.56	-1944	65051	Alberta Geological Survey
53.60	-115.54	-1933	64610	Alberta Geological Survey
53.60	-115.52	-1921	64170	Alberta Geological Survey
53.60	-115.50	-1910	63730	Alberta Geological Survey
53.62	-115.76	-2049	69509	Alberta Geological Survey
53.62	-115.74	-2037	69029	Alberta Geological Survey
53.62	-115.72	-2024	68554	Alberta Geological Survey
53.62	-115.70	-2012	68086	Alberta Geological Survey
53.62	-115.68	-2000	67628	Alberta Geological Survey
53.62	-115.66	-1988	67179	Alberta Geological Survey
53.62	-115.64	-1977	66734	Alberta Geological Survey
53.62	-115.62	-1965	66286	Alberta Geological Survey
53.62	-115.60	-1954	65838	Alberta Geological Survey
53.62	-115.58	-1942	65395	Alberta Geological Survey
53.62	-115.56	-1931	64958	Alberta Geological Survey
53.62	-115.54	-1919	64523	Alberta Geological Survey
53.62	-115.52	-1908	64091	Alberta Geological Survey
53.62	-115.50	-1896	63661	Alberta Geological Survey
53.64	-117.52	-3444	118450	Alberta Geological Survey
53.64	-117.50	-3423	117653	Alberta Geological Survey
53.64	-117.48	-3401	116839	Alberta Geological Survey
53.64	-117.46	-3380	116018	Alberta Geological Survey
53.64	-117.44	-3358	115202	Alberta Geological Survey
53.64	-117.42	-3337	114401	Alberta Geological Survey
53.64	-117.40	-3317	113626	Alberta Geological Survey
53.64	-117.38	-3297	112899	Alberta Geological Survey
53.64	-117.36	-3280	112235	Alberta Geological Survey
53.64	-116.44	-2516	84416	Alberta Geological Survey
53.64	-116.42	-2503	84060	Alberta Geological Survey
53.64	-116.40	-2490	83679	Alberta Geological Survey
53.64	-116.38	-2476	83273	Alberta Geological Survey
53.64	-116.36	-2460	82841	Alberta Geological Survey
53.64	-116.34	-2443	82391	Alberta Geological Survey
53.64	-116.32	-2426	81923	Alberta Geological Survey
53.64	-116.30	-2410	81444	Alberta Geological Survey
53.64	-115.64	-1964	66604	Alberta Geological Survey
53.64	-115.62	-1952	66163	Alberta Geological Survey
53.64	-115.60	-1941	65725	Alberta Geological Survey
53.64	-115.58	-1929	65289	Alberta Geological Survey
53.64	-115.56	-1918	64863	Alberta Geological Survey
53.64	-115.54	-1906	64438	Alberta Geological Survey
53.64	-115.52	-1895	64014	Alberta Geological Survey
53.64	-115.50	-1883	63597	Alberta Geological Survey
53.66	-117.60	-3512	120915	Alberta Geological Survey
53.66	-117.58	-3489	120127	Alberta Geological Survey
53.66	-117.56	-3467	119340	Alberta Geological Survey
53.66	-117.54	-3445	118555	Alberta Geological Survey
53.66	-117.52	-3422	117756	Alberta Geological Survey
53.66	-117.50	-3400	116929	Alberta Geological Survey
53.66	-117.48	-3378	116083	Alberta Geological Survey
53.66	-117.46	-3356	115236	Alberta Geological Survey
53.66	-117.44	-3335	114403	Alberta Geological Survey
53.66	-117.42	-3313	113596	Alberta Geological Survey
53.66	-117.40	-3292	112824	Alberta Geological Survey
53.66	-117.38	-3273	112111	Alberta Geological Survey
53.66	-117.36	-3255	111454	Alberta Geological Survey
53.66	-116.40	-2468	83139	Alberta Geological Survey
53.66	-116.38	-2455	82767	Alberta Geological Survey
53.66	-116.36	-2440	82323	Alberta Geological Survey
53.66	-116.34	-2422	81850	Alberta Geological Survey
53.66	-116.32	-2405	81385	Alberta Geological Survey
53.66	-116.30	-2389	80923	Alberta Geological Survey
53.66	-116.28	-2373	80474	Alberta Geological Survey
53.66	-116.26	-2358	80047	Alberta Geological Survey
53.66	-116.24	-2339	79507	Alberta Geological Survey
53.66	-115.54	-1893	64346	Alberta Geological Survey
53.66	-115.52	-1882	63933	Alberta Geological Survey
53.66	-115.50	-1871	63527	Alberta Geological Survey
53.68	-117.64	-3538	121808	Alberta Geological Survey
53.68	-117.62	-3515	121010	Alberta Geological Survey
53.68	-117.60	-3491	120203	Alberta Geological Survey
53.68	-117.58	-3468	119402	Alberta Geological Survey
53.68	-117.56	-3445	118612	Alberta Geological Survey
53.68	-117.54	-3422	117824	Alberta Geological Survey
53.68	-117.52	-3399	117019	Alberta Geological Survey
53.68	-117.50	-3377	116192	Alberta Geological Survey
53.68	-117.48	-3354	115345	Alberta Geological Survey
53.68	-117.46	-3332	114489	Alberta Geological Survey
53.68	-117.44	-3310	113633	Alberta Geological Survey
53.68	-117.42	-3289	112798	Alberta Geological Survey
53.68	-117.40	-3269	112031	Alberta Geological Survey
53.68	-117.38	-3249	111341	Alberta Geological Survey
53.68	-117.36	-3230	110704	Alberta Geological Survey
53.68	-117.18	-3083	105184	Alberta Geological Survey
53.68	-117.16	-3068	104543	Alberta Geological Survey
53.68	-117.14	-3053	103914	Alberta Geological Survey
53.68	-117.12	-3038	103280	Alberta Geological Survey
53.68	-117.10	-3023	102639	Alberta Geological Survey
53.68	-117.08	-3009	102014	Alberta Geological Survey
53.68	-117.00	-2955	99782	Alberta Geological Survey
53.68	-116.98	-2942	99271	Alberta Geological Survey
53.68	-116.96	-2926	98706	Alberta Geological Survey
53.68	-116.94	-2905	98046	Alberta Geological Survey
53.68	-116.92	-2884	97356	Alberta Geological Survey
53.68	-116.90	-2863	96675	Alberta Geological Survey
53.68	-116.88	-2842	95994	Alberta Geological Survey
53.68	-116.38	-2435	82274	Alberta Geological Survey
53.68	-116.36	-2417	81778	Alberta Geological Survey
53.68	-116.34	-2400	81282	Alberta Geological Survey
53.68	-116.32	-2382	80780	Alberta Geological Survey
53.68	-116.30	-2366	80344	Alberta Geological Survey
53.68	-116.28	-2348	79857	Alberta Geological Survey
53.68	-116.26	-2326	79273	Alberta Geological Survey
53.68	-116.24	-2296	78457	Alberta Geological Survey
53.68	-116.22	-2270	77751	Alberta Geological Survey
53.68	-116.20	-2271	77716	Alberta Geological Survey
53.70	-117.70	-3574	123127	Alberta Geological Survey
53.70	-117.68	-3559	122557	Alberta Geological Survey
53.70	-117.66	-3540	121867	Alberta Geological Survey
53.70	-117.64	-3516	121035	Alberta Geological Survey
53.70	-117.62	-3492	120212	Alberta Geological Survey
53.70	-117.60	-3468	119402	Alberta Geological Survey
53.70	-117.58	-3444	118609	Alberta Geological Survey
53.70	-117.56	-3421	117827	Alberta Geological Survey
53.70	-117.54	-3398	117045	Alberta Geological Survey
53.70	-117.52	-3375	116255	Alberta Geological Survey
53.70	-117.50	-3352	115440	Alberta Geological Survey
53.70	-117.48	-3329	114595	Alberta Geological Survey
53.70	-117.46	-3307	113705	Alberta Geological Survey
53.70	-117.44	-3285	112782	Alberta Geological Survey
53.70	-117.42	-3264	111892	Alberta Geological Survey
53.70	-117.40	-3243	111146	Alberta Geological Survey
53.70	-117.38	-3223	110550	Alberta Geological Survey
53.70	-117.36	-3204	109986	Alberta Geological Survey
53.70	-117.18	-3056	104383	Alberta Geological Survey
53.70	-117.16	-3041	103689	Alberta Geological Survey
53.70	-117.14	-3026	102998	Alberta Geological Survey
53.70	-117.12	-3011	102329	Alberta Geological Survey
53.70	-117.10	-2996	101680	Alberta Geological Survey
53.70	-117.08	-2982	101043	Alberta Geological Survey
53.70	-117.06	-2967	100437	Alberta Geological Survey
53.70	-117.04	-2954	99870	Alberta Geological Survey
53.70	-117.02	-2940	99332	Alberta Geological Survey
53.70	-117.00	-2927	98826	Alberta Geological Survey
53.70	-116.98	-2914	98336	Alberta Geological Survey
53.70	-116.96	-2898	97783	Alberta Geological Survey
53.70	-116.94	-2876	97120	Alberta Geological Survey
53.70	-116.92	-2854	96453	Alberta Geological Survey
53.70	-116.90	-2832	95821	Alberta Geological Survey
53.70	-116.88	-2811	95230	Alberta Geological Survey
53.70	-116.86	-2792	94641	Alberta Geological Survey
53.70	-116.84	-2773	94036	Alberta Geological Survey
53.70	-116.82	-2755	93368	Alberta Geological Survey
53.70	-116.80	-2738	92634	Alberta Geological Survey
53.70	-116.36	-2388	81077	Alberta Geological Survey
53.70	-116.34	-2377	80752	Alberta Geological Survey
53.70	-116.32	-2365	80391	Alberta Geological Survey
53.70	-116.30	-2348	79908	Alberta Geological Survey
53.70	-116.28	-2328	79357	Alberta Geological Survey
53.70	-116.26	-2307	78780	Alberta Geological Survey
53.70	-116.24	-2287	78247	Alberta Geological Survey
53.70	-116.22	-2274	77866	Alberta Geological Survey
53.70	-116.20	-2268	77683	Alberta Geological Survey
53.70	-116.18	-2267	77599	Alberta Geological Survey
53.72	-117.74	-3579	123398	Alberta Geological Survey
53.72	-117.72	-3563	122806	Alberta Geological Survey
53.72	-117.70	-3547	122191	Alberta Geological Survey
53.72	-117.68	-3529	121538	Alberta Geological Survey
53.72	-117.66	-3509	120822	Alberta Geological Survey
53.72	-117.64	-3487	120061	Alberta Geological Survey
53.72	-117.62	-3464	119269	Alberta Geological Survey
53.72	-117.60	-3440	118481	Alberta Geological Survey
53.72	-117.58	-3417	117705	Alberta Geological Survey
53.72	-117.56	-3394	116944	Alberta Geological Survey
53.72	-117.54	-3371	116186	Alberta Geological Survey
53.72	-117.52	-3349	115427	Alberta Geological Survey
53.72	-117.50	-3326	114693	Alberta Geological Survey
53.72	-117.48	-3303	113885	Alberta Geological Survey
53.72	-117.46	-3281	113009	Alberta Geological Survey
53.72	-117.44	-3259	112148	Alberta Geological Survey
53.72	-117.42	-3237	111113	Alberta Geological Survey
53.72	-117.40	-3216	110321	Alberta Geological Survey
53.72	-117.38	-3196	109991	Alberta Geological Survey
53.72	-117.36	-3177	109418	Alberta Geological Survey
53.72	-117.20	-3046	104341	Alberta Geological Survey
53.72	-117.18	-3030	103613	Alberta Geological Survey
53.72	-117.16	-3014	102861	Alberta Geological Survey
53.72	-117.14	-2999	102103	Alberta Geological Survey
53.72	-117.12	-2983	101352	Alberta Geological Survey
53.72	-117.10	-2968	100637	Alberta Geological Survey
53.72	-117.08	-2953	99967	Alberta Geological Survey
53.72	-117.06	-2938	99332	Alberta Geological Survey
53.72	-117.04	-2924	98739	Alberta Geological Survey
53.72	-117.02	-2910	98185	Alberta Geological Survey
53.72	-117.00	-2895	97642	Alberta Geological Survey
53.72	-116.98	-2879	97100	Alberta Geological Survey
53.72	-116.96	-2861	96534	Alberta Geological Survey
53.72	-116.94	-2841	95944	Alberta Geological Survey
53.72	-116.92	-2820	95372	Alberta Geological Survey
53.72	-116.90	-2798	94830	Alberta Geological Survey
53.72	-116.88	-2777	94329	Alberta Geological Survey
53.72	-116.86	-2758	93897	Alberta Geological Survey
53.72	-116.84	-2741	93447	Alberta Geological Survey
53.72	-116.82	-2724	92818	Alberta Geological Survey
53.72	-116.34	-2351	80130	Alberta Geological Survey
53.72	-116.32	-2344	79896	Alberta Geological Survey
53.72	-116.30	-2330	79475	Alberta Geological Survey
53.72	-116.28	-2311	78958	Alberta Geological Survey
53.72	-116.26	-2292	78419	Alberta Geological Survey
53.72	-116.24	-2276	77977	Alberta Geological Survey
53.72	-116.22	-2266	77670	Alberta Geological Survey
53.72	-116.20	-2258	77423	Alberta Geological Survey
53.72	-116.18	-2250	77180	Alberta Geological Survey
53.72	-116.16	-2238	76806	Alberta Geological Survey
53.72	-116.14	-2223	76381	Alberta Geological Survey
53.74	-117.82	-3617	124753	Alberta Geological Survey
53.74	-117.80	-3602	124216	Alberta Geological Survey
53.74	-117.78	-3586	123661	Alberta Geological Survey
53.74	-117.76	-3570	123082	Alberta Geological Survey
53.74	-117.74	-3553	122478	Alberta Geological Survey
53.74	-117.72	-3535	121847	Alberta Geological Survey
53.74	-117.70	-3516	121184	Alberta Geological Survey
53.74	-117.68	-3497	120486	Alberta Geological Survey
53.74	-117.66	-3476	119759	Alberta Geological Survey
53.74	-117.64	-3455	118995	Alberta Geological Survey
53.74	-117.62	-3433	118216	Alberta Geological Survey
53.74	-117.60	-3410	117447	Alberta Geological Survey
53.74	-117.58	-3388	116697	Alberta Geological Survey
53.74	-117.56	-3365	115924	Alberta Geological Survey
53.74	-117.54	-3343	115123	Alberta Geological Survey
53.74	-117.52	-3321	114337	Alberta Geological Survey
53.74	-117.50	-3299	113505	Alberta Geological Survey
53.74	-117.48	-3277	112684	Alberta Geological Survey
53.74	-117.46	-3254	112195	Alberta Geological Survey
53.74	-117.44	-3231	112116	Alberta Geological Survey
53.74	-117.42	-3209	111094	Alberta Geological Survey
53.74	-117.40	-3187	110233	Alberta Geological Survey
53.74	-117.38	-3166	109514	Alberta Geological Survey
53.74	-117.36	-3147	108830	Alberta Geological Survey
53.74	-117.34	-3129	108121	Alberta Geological Survey
53.74	-117.20	-3020	103625	Alberta Geological Survey
53.74	-117.18	-3004	102827	Alberta Geological Survey
53.74	-117.16	-2988	102005	Alberta Geological Survey
53.74	-117.14	-2972	101188	Alberta Geological Survey
53.74	-117.12	-2956	100379	Alberta Geological Survey
53.74	-117.10	-2940	99604	Alberta Geological Survey
53.74	-117.08	-2925	98856	Alberta Geological Survey
53.74	-117.06	-2909	98153	Alberta Geological Survey
53.74	-117.04	-2895	97534	Alberta Geological Survey
53.74	-117.02	-2880	96958	Alberta Geological Survey
53.74	-117.00	-2865	96382	Alberta Geological Survey
53.74	-116.94	-2808	94693	Alberta Geological Survey
53.74	-116.92	-2786	94169	Alberta Geological Survey
53.74	-116.90	-2763	93650	Alberta Geological Survey
53.74	-116.88	-2739	93132	Alberta Geological Survey
53.74	-116.86	-2720	92792	Alberta Geological Survey
53.74	-116.84	-2708	92676	Alberta Geological Survey
53.74	-116.32	-2320	79319	Alberta Geological Survey
53.74	-116.30	-2310	79012	Alberta Geological Survey
53.74	-116.28	-2297	78627	Alberta Geological Survey
53.74	-116.26	-2283	78192	Alberta Geological Survey
53.74	-116.24	-2268	77771	Alberta Geological Survey
53.74	-116.22	-2254	77391	Alberta Geological Survey
53.74	-116.20	-2244	77095	Alberta Geological Survey
53.74	-116.18	-2235	76799	Alberta Geological Survey
53.74	-116.16	-2224	76472	Alberta Geological Survey
53.74	-116.14	-2212	76116	Alberta Geological Survey
53.74	-116.12	-2200	75754	Alberta Geological Survey
53.76	-117.90	-3652	125813	Alberta Geological Survey
53.76	-117.88	-3638	125325	Alberta Geological Survey
53.76	-117.86	-3624	124837	Alberta Geological Survey
53.76	-117.84	-3609	124347	Alberta Geological Survey
53.76	-117.82	-3594	123848	Alberta Geological Survey
53.76	-117.80	-3578	123327	Alberta Geological Survey
53.76	-117.78	-3561	122763	Alberta Geological Survey
53.76	-117.76	-3543	122167	Alberta Geological Survey
53.76	-117.74	-3525	121541	Alberta Geological Survey
53.76	-117.72	-3505	120870	Alberta Geological Survey
53.76	-117.70	-3485	120169	Alberta Geological Survey
53.76	-117.68	-3465	119442	Alberta Geological Survey
53.76	-117.66	-3443	118682	Alberta Geological Survey
53.76	-117.64	-3422	117902	Alberta Geological Survey
53.76	-117.62	-3400	117129	Alberta Geological Survey
53.76	-117.60	-3378	116336	Alberta Geological Survey
53.76	-117.58	-3356	115510	Alberta Geological Survey
53.76	-117.56	-3335	114685	Alberta Geological Survey
53.76	-117.54	-3314	113790	Alberta Geological Survey
53.76	-117.52	-3293	113214	Alberta Geological Survey
53.76	-117.50	-3272	112714	Alberta Geological Survey
53.76	-117.48	-3250	112111	Alberta Geological Survey
53.76	-117.46	-3226	111211	Alberta Geological Survey
53.76	-117.44	-3202	110480	Alberta Geological Survey
53.76	-117.42	-3178	109713	Alberta Geological Survey
53.76	-117.40	-3155	108982	Alberta Geological Survey
53.76	-117.38	-3134	108427	Alberta Geological Survey
53.76	-117.36	-3115	107858	Alberta Geological Survey
53.76	-117.34	-3097	106966	Alberta Geological Survey
53.76	-117.32	-3082	106241	Alberta Geological Survey
53.76	-117.12	-2929	99312	Alberta Geological Survey
53.76	-117.10	-2914	98484	Alberta Geological Survey
53.76	-117.08	-2899	97749	Alberta Geological Survey
53.76	-117.06	-2884	97058	Alberta Geological Survey
53.76	-117.04	-2870	96385	Alberta Geological Survey
53.76	-117.02	-2854	95745	Alberta Geological Survey
53.76	-116.30	-2282	78293	Alberta Geological Survey
53.76	-116.28	-2279	78171	Alberta Geological Survey
53.76	-116.26	-2274	77989	Alberta Geological Survey
53.76	-116.24	-2259	77572	Alberta Geological Survey
53.76	-116.22	-2244	77155	Alberta Geological Survey
53.76	-116.20	-2234	76846	Alberta Geological Survey
53.76	-116.18	-2224	76535	Alberta Geological Survey
53.76	-116.16	-2213	76192	Alberta Geological Survey
53.76	-116.14	-2201	75821	Alberta Geological Survey
53.76	-116.12	-2188	75442	Alberta Geological Survey
53.78	-117.94	-3655	125698	Alberta Geological Survey
53.78	-117.92	-3642	125170	Alberta Geological Survey
53.78	-117.90	-3628	124704	Alberta Geological Survey
53.78	-117.88	-3614	124258	Alberta Geological Survey
53.78	-117.86	-3600	123820	Alberta Geological Survey
53.78	-117.84	-3585	123377	Alberta Geological Survey
53.78	-117.82	-3570	122915	Alberta Geological Survey
53.78	-117.80	-3553	122419	Alberta Geological Survey
53.78	-117.78	-3535	121878	Alberta Geological Survey
53.78	-117.76	-3516	121277	Alberta Geological Survey
53.78	-117.74	-3496	120612	Alberta Geological Survey
53.78	-117.72	-3476	119901	Alberta Geological Survey
53.78	-117.70	-3454	119169	Alberta Geological Survey
53.78	-117.68	-3433	118408	Alberta Geological Survey
53.78	-117.66	-3410	117626	Alberta Geological Survey
53.78	-117.64	-3388	116854	Alberta Geological Survey
53.78	-117.62	-3365	116061	Alberta Geological Survey
53.78	-117.60	-3343	115236	Alberta Geological Survey
53.78	-117.58	-3322	114361	Alberta Geological Survey
53.78	-117.56	-3302	113442	Alberta Geological Survey
53.78	-117.54	-3283	112305	Alberta Geological Survey
53.78	-117.52	-3265	112166	Alberta Geological Survey
53.78	-117.50	-3246	111544	Alberta Geological Survey
53.78	-117.48	-3224	110743	Alberta Geological Survey
53.78	-117.46	-3200	110137	Alberta Geological Survey
53.78	-117.44	-3173	109206	Alberta Geological Survey
53.78	-117.42	-3145	108274	Alberta Geological Survey
53.78	-117.40	-3119	107403	Alberta Geological Survey
53.78	-117.38	-3097	106781	Alberta Geological Survey
53.78	-117.36	-3078	106318	Alberta Geological Survey
53.78	-117.34	-3062	105791	Alberta Geological Survey
53.78	-117.32	-3050	104863	Alberta Geological Survey
53.78	-117.30	-3038	104350	Alberta Geological Survey
53.78	-117.12	-2904	98013	Alberta Geological Survey
53.78	-117.10	-2887	97251	Alberta Geological Survey
53.78	-117.08	-2874	96638	Alberta Geological Survey
53.78	-117.06	-2862	96081	Alberta Geological Survey
53.78	-117.04	-2848	95428	Alberta Geological Survey
53.78	-117.02	-2832	94719	Alberta Geological Survey
53.78	-117.00	-2814	94016	Alberta Geological Survey
53.78	-116.58	-2458	83754	Alberta Geological Survey
53.78	-116.28	-2244	77281	Alberta Geological Survey
53.78	-116.26	-2251	77425	Alberta Geological Survey
53.78	-116.24	-2248	77296	Alberta Geological Survey
53.78	-116.22	-2235	76922	Alberta Geological Survey
53.78	-116.20	-2225	76632	Alberta Geological Survey
53.78	-116.18	-2213	76272	Alberta Geological Survey
53.78	-116.16	-2198	75848	Alberta Geological Survey
53.78	-116.14	-2185	75456	Alberta Geological Survey
53.78	-116.12	-2172	75069	Alberta Geological Survey
53.78	-116.10	-2159	74670	Alberta Geological Survey
53.80	-117.92	-3616	123950	Alberta Geological Survey
53.80	-117.90	-3603	123530	Alberta Geological Survey
53.80	-117.88	-3589	123119	Alberta Geological Survey
53.80	-117.86	-3575	122741	Alberta Geological Survey
53.80	-117.84	-3560	122369	Alberta Geological Survey
53.80	-117.82	-3545	121995	Alberta Geological Survey
53.80	-117.80	-3529	121546	Alberta Geological Survey
53.80	-117.78	-3510	120981	Alberta Geological Survey
53.80	-117.76	-3489	120332	Alberta Geological Survey
53.80	-117.74	-3468	119625	Alberta Geological Survey
53.80	-117.72	-3446	118885	Alberta Geological Survey
53.80	-117.70	-3423	118124	Alberta Geological Survey
53.80	-117.68	-3401	117350	Alberta Geological Survey
53.80	-117.66	-3377	116582	Alberta Geological Survey
53.80	-117.64	-3354	115813	Alberta Geological Survey
53.80	-117.62	-3330	115028	Alberta Geological Survey
53.80	-117.60	-3307	114229	Alberta Geological Survey
53.80	-117.58	-3285	113437	Alberta Geological Survey
53.80	-117.56	-3266	112654	Alberta Geological Survey
53.80	-117.54	-3250	111816	Alberta Geological Survey
53.80	-117.52	-3236	111075	Alberta Geological Survey
53.80	-117.50	-3222	110642	Alberta Geological Survey
53.80	-117.48	-3204	110310	Alberta Geological Survey
53.80	-117.46	-3176	109308	Alberta Geological Survey
53.80	-117.44	-3142	108268	Alberta Geological Survey
53.80	-117.42	-3108	106949	Alberta Geological Survey
53.80	-117.40	-3077	105472	Alberta Geological Survey
