feature,importance.05,importance,importance.95,permutation.error,.interaction
bulk_density,1,1,1,0.13282403803185092,0
horiz_orient,1,1,1,0.13282403803185092,0
pred_vp,1.0227635816078298,1.047507255092871,1.070365724330967,0.13913414348909525,0
pred_vs,1,1,1,0.13282403803185092,0
shale_group,1,1,1,0.13282403803185092,0
