sv_mean,sv_sd,rhob_mean,rhob_sd,dtc_mean,dtc_sd,dts_mean,dts_sd,x,y
24.26761432469428,0.6765377889377473,2692.258051006685,22.495627332418184,182.65310904090975,15.048394910639965,346.00650131877126,19.34347713852329,461250,6078750
24.20960486985606,0.6649048610307174,2692.069366273486,24.638846217137637,182.33631346109203,15.00781175112538,345.49371854949527,18.8158544691114,463750,6078750
24.195863128435064,0.6463644711510783,2692.2962492634088,24.726217153108557,181.8070460055405,15.41324841547461,345.56373007949264,18.5588793500839,466250,6078750
24.163115940127515,0.6546703522783279,2690.0888025614795,26.390482245024167,182.72471891221133,13.499522134674422,345.22265924792373,18.68084172753673,468750,6078750
24.16380526394264,0.6918247892941752,2688.492485686838,27.905664842644892,183.03631114083313,14.044980813589381,345.51641137971365,19.12862336679418,471250,6078750
24.1693628923138,0.6628906271688374,2687.2150577669636,27.903205034763328,182.30141367606936,17.849191117372683,344.86545034197127,19.20869375136442,473750,6078750
24.205477104377294,0.6372670481329564,2686.1562965898506,28.913057332223428,183.2008200608033,17.018697965107645,345.9236965163359,20.06793737216306,476250,6078750
24.256632098194473,0.6151701276353484,2687.5577558777914,26.459466295263262,184.6592979705458,11.418572612014302,346.7676089763053,19.995921518954717,478750,6078750
24.36223720171842,0.5533450390456993,2689.9133226421363,26.221760012726286,186.80870877879124,8.031301707255901,348.72279189047356,20.358048635396653,481250,6078750
24.50397108517456,0.46902044120507597,2693.0845905505466,23.660932479951267,188.2183187760627,9.697108091968797,353.038599573704,21.391646390312705,483750,6078750
24.568106279151277,0.4193523135285364,2693.560012075864,24.068342523068804,188.8439473033625,10.988806674104557,354.84052956987995,22.019177939736995,486250,6078750
24.559008576063842,0.34422479852770094,2693.496238210671,23.157214044773017,188.42763749266564,11.03097538247216,353.55306480313016,21.60410213630071,488750,6078750
24.509153636367213,0.2762341627865214,2691.2358493492575,25.033867108054114,187.87300328529412,12.03132764315855,350.25172992415645,20.145696101908793,491250,6078750
24.502861703049348,0.23544207589067329,2691.105524564781,22.870743587477044,187.87909423984453,10.131557063585882,349.13904543278795,19.496522339428235,493750,6078750
24.394767708673232,0.24674905456928523,2687.431958970805,26.06789341012338,186.3263692949805,11.413747279321587,346.51755447930736,19.001622711235417,496250,6078750
24.420459387502255,0.23728421766191116,2689.8779766732555,24.014236973122845,185.95424092798226,15.95652768990035,348.29011660262915,20.077470221091875,498750,6078750
