sv_mean,sv_sd,sh_mean,sh_sd,pp_mean,pp_sd,x,y
24.26149856192344,0.5398449206082333,19.08448278947972,1.1923182958846943,15.461326623193365,0.526447269593004,461250,6078750
24.256865175058714,0.5402230097450668,19.068397651504604,1.1574780183237754,15.416106067672937,0.5172215700011358,463750,6078750
24.20749692183422,0.533022783010302,19.04432959607939,1.1568131978184855,15.365015377052023,0.5197016843921916,466250,6078750
24.18824121866976,0.5292850250582721,18.957026068187297,1.1704411981218201,15.335207630911205,0.5212780350218243,468750,6078750
24.15847374744696,0.5213649250058374,18.970076064741697,1.1708707259076452,15.3373973142491,0.513293705680178,471250,6078750
24.158899700012036,0.538469808073755,19.061291513846164,1.1077420701033927,15.349196127607488,0.4938786286456108,473750,6078750
24.228116085617454,0.49836118780458405,19.130357180490442,1.108779229848022,15.417002618682766,0.5079791884915983,476250,6078750
24.28237566795593,0.45298924937243695,19.281293996898885,1.1229965708324283,15.553797844744041,0.4950654693922351,478750,6078750
24.412533120207723,0.4157058264366841,19.420571719698962,1.1300366199804541,15.746245990556808,0.48164309184928245,481250,6078750
24.51081581351499,0.38293962703427964,19.611474446375816,1.1001914805434914,15.922625263815762,0.49644547356475083,483750,6078750
24.56626668380394,0.3542169651740224,19.75447817604336,1.0361294613271999,16.029078108966313,0.5199526415818715,486250,6078750
24.57510747120951,0.2908911330235145,19.7321113058674,1.0384392403191103,16.033726003442858,0.5187455828834628,488750,6078750
24.519549359209414,0.25562520766330543,19.64005707860116,1.0570394208715101,15.948795884057944,0.5881584152320734,491250,6078750
24.491197951335927,0.23896282367395863,19.633093445589964,1.0274385201987954,15.94171303367859,0.5980990959203436,493750,6078750
24.39554862063239,0.23443302605511263,19.520355242299026,1.0392785931434205,15.74803184699946,0.40836316753672297,496250,6078750
24.41057229891888,0.22290554665504717,19.560901759360505,1.0617637420957045,15.775194393694454,0.5123633646232685,498750,6078750
24.519084510957853,0.23778997523100898,19.729330699334284,1.012677889906873,15.952420563549317,0.5307878311764034,501250,6078750
24.49503686584653,0.2284562889261109,19.59512743548828,1.0237763439692125,15.830701454589796,0.5884336120625893,503750,6078750
24.432492710132056,0.22133532850572893,19.40750302119139,1.0363401684018116,15.710652091164219,0.5291608802642532,506250,6078750
24.286687945805525,0.24436041143599788,19.152138458712347,1.0800468316701177,15.399261684391066,0.6920809161841843,508750,6078750
23.973481152217886,0.25941427313268883,18.601821464536812,1.139765836561619,14.750148745230502,0.9030566837989297,511250,6078750
23.738793111507132,0.25751221922668377,18.059796623284324,1.0795868251723337,13.9208364981587,1.155163900328583,513750,6078750
