sv_mean,sv_sd,rhob_mean,rhob_sd,dtc_mean,dtc_sd,dts_mean,dts_sd,x,y
23.42383337517549,0.6688627380885317,2572.4463452943096,29.554737474976747,200.16386152245627,44.61001940418203,392.15044273476923,13.206879447131803,461250,6078750
23.365591241973195,0.6088546044964201,2572.864382097521,31.58870065466883,191.33348363268306,51.9833835223851,391.9832843318981,12.949504350637062,463750,6078750
23.402879314803194,0.6582025548079561,2571.7723279795164,30.31967326637571,201.3225358694233,42.403734475788745,392.35845958200423,13.33843197238432,466250,6078750
23.490454418921345,0.7127688017883869,2569.7784525402894,30.60260957761531,210.2566778316982,34.33719351021007,392.11509400132724,13.21661735842761,468750,6078750
23.613248838843194,0.686416479073665,2566.742517298266,33.350736709142694,219.41612534229944,22.162244938293036,392.59890380367733,13.462131679606363,471250,6078750
23.737662188370315,0.6588434357681698,2564.1809696884984,32.70839711081784,224.56557688279582,17.4414687494793,392.4573543183646,12.536262584179276,473750,6078750
23.870649765991885,0.6046430604261128,2560.4461387710385,30.093792582087026,228.45345751851298,12.454259884690936,393.66569289380857,12.321826402275184,476250,6078750
24.051243167459162,0.6095298581886898,2560.717324648737,32.52245170415606,232.80862287704855,7.33826439293638,395.80487623243073,13.043986234616066,478750,6078750
24.240361554238376,0.5515399027657204,2562.0173752894148,34.421373937054334,236.35195163840467,6.251568674591143,399.2059778957581,13.021953947709688,481250,6078750
24.424539048336296,0.4780348239107972,2562.4696675584137,30.464866937317332,238.8351675969209,5.896713561809343,402.177520278523,13.583370239327042,483750,6078750
24.526625101582262,0.4264103229936648,2561.9663213342733,37.0214655300933,240.53698071653855,5.61073695564985,403.01159770646797,13.726545555656267,486250,6078750
24.537796895314337,0.3568465295946429,2557.715122765013,34.64904308403327,240.75424022916815,5.654041026409935,403.1571550380569,13.605290635161024,488750,6078750
24.51253109628705,0.29102900572916524,2554.0311132693137,39.60423457996407,239.88990818039736,8.467584111428367,401.289461358832,13.883707820793473,491250,6078750
24.50971761300448,0.272240661819007,2551.5093139430523,41.60371100367338,240.0476211366482,7.0716598100481,401.2573168168741,13.512128713951578,493750,6078750
24.39256903087312,0.27620172135600357,2547.325541295054,41.07908617313167,238.0596855241239,7.662128738975008,398.40379752988866,13.978914804398185,496250,6078750
24.42147819743474,0.2607082908286258,2548.467895149207,39.48053405917655,238.6174285211344,7.127878445296903,399.1633116453305,13.957704649108544,498750,6078750
24.531082735078364,0.26070357242253717,2551.3659959532065,36.63839693065898,240.36216331886374,5.6625064207217495,401.50893533926825,13.627899391242368,501250,6078750
24.483862916437957,0.27800465071384833,2553.054277957817,38.67006580525494,239.29625003734793,7.132493898240834,400.34732415745697,13.923880842775029,503750,6078750
24.42389835565541,0.2655591558378166,2551.7976545553156,40.114881045714654,237.95661149705762,8.667627485241143,399.543983760904,13.99005340579204,506250,6078750
24.281607534713565,0.2885434113612428,2547.571274625139,42.69441664455315,234.64822729998187,13.361297032522454,396.31036292107973,13.618144950723249,508750,6078750
23.983054705273307,0.3115007012762436,2538.0254798101787,46.8463109025399,226.39797830521366,25.109293055373925,390.8033804933028,13.105892934756547,511250,6078750
23.73377045880465,0.31483974361594236,2531.785920283421,51.33040238010044,214.8564871663824,38.61453042145917,387.0096995764132,12.631685736742718,513750,6078750
23.593652390277324,0.30554193802374474,2526.732816187401,57.715243377285574,205.41018868274307,47.613887160276114,385.20533243760127,12.506840374551178,516250,6078750
23.811699711491844,0.2921995030858492,2537.7585739030164,48.427682323911256,217.24989323143038,36.20860006865539,389.48948145702263,12.934064596740583,518750,6078750
23.974296472000105,0.2995158803681368,2543.4401874520136,44.166829694125816,225.11765671640444,23.01695496148352,393.5572565369333,13.671023963533791,521250,6078750
23.738648467615402,0.29764193123314436,2539.608806832766,43.704950988311715,218.25411256087398,27.176581940226942,389.06819909476854,12.563497724555507,523750,6078750
23.438268833691847,0.3225631995212277,2529.8198517854416,48.690560531276084,189.8535250021825,57.42593297646187,383.6552849226277,11.91938510923657,526250,6078750
23.343062182079823,0.3320836931887107,2526.8879840287823,52.9777046199186,178.18501285769744,63.6760788312996,382.090414392395,11.548172500572262,528750,6078750
23.123610374016287,0.3422468683566649,2515.0328210162384,68.7490636650318,154.6860227074298,71.0024096744022,378.58967129951424,11.748984077912917,531250,6078750
22.934154249364294,0.35037837000601213,2507.028686587979,71.90728401949369,134.88894087549383,70.85088798111254,375.5371489567218,11.679518355779507,533750,6078750
23.114613800058272,0.3407721166683592,2516.1300386998814,63.99851885015055,154.27721232422238,71.2477870467047,378.61341689117745,11.752497491719524,536250,6078750
23.4681761483727,0.32027394475801707,2525.670388508995,56.099462599937034,185.2078227782601,62.06912283934043,383.66338075310193,12.400987399293879,538750,6078750
23.676439966219295,0.30757444799652,2531.9082724038776,50.44858883916445,199.83695070847386,53.247013677339105,387.32864056730153,12.207492542075125,541250,6078750
23.649900688350325,0.3139811993550906,2530.737302138722,55.118353673729736,199.52789998128313,53.04105076825895,386.28662099807315,12.69274021176195,543750,6078750
23.32943428517335,0.33228514469727727,2517.337687140764,67.91502974209936,173.09672975030398,66.2853001589212,380.8894738814735,11.780469313700603,546250,6078750
23.637456499554283,0.3129481843259539,2531.018451391552,53.44226485138204,199.50385906728351,53.11122330564694,386.38825104961387,12.81978018569782,548750,6078750
24.134034563223818,0.2920715388218882,2549.3980129383795,40.75044014434871,227.57948835435127,22.27729877717638,396.2724872660684,13.806919950949588,551250,6078750
24.158518449365275,0.29457051071151874,2550.696103910137,41.99816511324428,231.15794893874087,9.163894332356989,396.67314206904405,12.868119295954251,553750,6078750
23.86706571614286,0.2961810176990963,2544.557198821817,39.919518057818564,222.7038003383023,24.66036641893528,391.08781231823974,12.5722687549114,556250,6078750
24.059920767589585,0.2967680228288911,2551.316618248212,38.82171533816359,227.95768922919817,23.70133664633639,395.5307242952159,13.319465120084242,558750,6078750
23.417342355858413,0.660707991899349,2575.7776282631107,33.37802256770471,204.40813123786404,37.6239951795481,393.16303429618824,12.659644047676451,461250,6076250
23.33555982094357,0.6647861457519066,2576.0088174724765,29.80521809141725,195.05444673856476,43.5374932248031,392.4264429279505,13.028119804431201,463750,6076250
23.366641794335997,0.6751116074986028,2575.5680856359295,28.445914270144236,198.76312098184098,41.60306137150528,392.46722126241804,13.241611317744661,466250,6076250
23.48406368715991,0.6723406388069805,2571.1400041373727,30.45325141267087,211.64134766523398,28.673833307665422,392.34563131212184,13.192859995757562,468750,6076250
23.606414219499754,0.6407541677111107,2567.327222112176,28.85839027908827,218.93514980492188,23.167382831037038,392.84368089414676,13.158382457566626,471250,6076250
23.7229923322628,0.6454840325587948,2562.7465317204365,31.70200624193866,224.9951877022382,15.058491581687834,393.0966670467692,12.393303066547402,473750,6076250
23.88404559658541,0.580987615189524,2559.7094379695236,31.65929368286353,229.4859481459461,11.537554610577851,393.5016290821852,12.73066382007929,476250,6076250
24.05846062434092,0.5674817036617402,2560.5526855686953,32.29976045451965,233.34345934269513,8.270602174025369,395.6912273794633,13.188257229291091,478750,6076250
24.289407003792533,0.49203784411976115,2560.424472356206,30.688812003728422,237.1664439997635,7.780509104888209,399.4702430462418,13.484739810634517,481250,6076250
