feature,importance.05,importance,importance.95,permutation.error,.interaction
bulk_density,1.0315941111752602,1.0470674215478666,1.0632609744480557,0.035189371729606275,4.428878676477216e-16
horiz_orient,1,1,1,0.0336075509613185,0
pred_vp,1.2771197738245026,1.3112439642521996,1.351745423603647,0.04406769835132708,6.031596053373641e-16
pred_vs,1.025712525693834,1.0408418366244796,1.0543845653531372,0.03498014506702954,1.1209132182959868e-15
shale_group,1,1,1,0.0336075509613185,0
