feature,importance.05,importance,importance.95,permutation.error,.interaction
bulk_density,0.9442781862333316,1.0426759083115609,1.1394601109298819,4.436072128367237,1.9349282324715491e-16
horiz_orient,1.129737931896556,1.2226964276863352,1.325593760217028,5.201970718875389,1.3131775621048573e-16
pred_vp,2.8905559566204673,3.416637498672024,4.520917412712098,14.536108736929247,3.5253586625824775e-16
shale_group,0.9216370644905811,1.0029370455610032,1.0470683958983895,4.267002851849453,0
