feature,importance.05,importance,importance.95,permutation.error,.interaction
bulk_density,0.930875860674879,1.0236660380868954,1.0670705839517052,4.540208443295506,1.668855012549291e-16
horiz_orient,1.2132323356612145,1.3225524502515345,1.4340063518872939,5.865842548176303,1.5130857970812274e-16
pred_vp,2.501203382868981,2.940576331967971,4.232939475130012,13.04217292927579,1.495023009738573e-16
shale_group,0.9463663005864461,1.0018954794816786,1.0948462806089574,4.443650708334022,0
